Date;Q
1927-07-05;114.0
1927-07-06;114.0
1927-07-07;139.0
1927-07-08;110.0
1927-07-09;264.0
1927-07-10;118.0
1927-07-11;95.0
1927-07-12;84.8
1927-07-13;82.0
1927-07-14;104.0
1927-07-15;92.0
1927-07-16;93.5
1927-07-17;96.0
1927-07-18;90.2
1927-07-19;63.8
1927-07-20;55.4
1927-07-21;55.8
1927-07-22;96.4
1927-07-23;67.7
1927-07-24;62.5
1927-07-25;60.1
1927-07-26;54.2
1927-07-27;51.1
1927-07-28;61.3
1927-07-29;94.4
1927-07-30;137.0
1927-07-31;87.0
1927-08-01;63.8
1927-08-02;60.1
1927-08-03;55.6
1927-08-04;65.4
1927-08-05;55.4
1927-08-06;61.3
1927-08-07;59.8
1927-08-08;68.7
1927-08-09;60.3
1927-08-10;68.1
1927-08-11;67.0
1927-08-12;160.0
1927-08-13;191.0
1927-08-14;125.0
1927-08-15;116.0
1927-08-16;106.0
1927-08-17;110.0
1927-08-18;181.0
1927-08-19;173.0
1927-08-20;130.0
1927-08-21;110.0
1927-08-22;102.0
1927-08-23;110.0
1927-08-24;114.0
1927-08-25;184.0
1927-08-26;126.0
1927-08-27;102.0
1927-08-28;106.0
1927-08-29;114.0
1927-08-30;170.0
1927-08-31;179.0
1927-09-01;188.0
1927-09-02;174.0
1927-09-03;143.0
1927-09-04;122.0
1927-09-05;125.0
1927-09-06;223.0
1927-09-07;265.0
1927-09-08;252.0
1927-09-09;255.0
1927-09-10;258.0
1927-09-11;261.0
1927-09-12;264.0
1927-09-13;218.0
1927-09-14;200.0
1927-09-15;244.0
1927-09-16;188.0
1927-09-17;233.0
1927-09-18;258.0
1927-09-19;198.0
1927-09-20;203.0
1927-09-21;284.0
1927-09-22;264.0
1927-09-23;264.0
1927-09-24;299.0
1927-09-25;340.0
1927-09-26;288.0
1927-09-27;398.0
1927-09-28;344.0
1927-09-29;253.0
1927-09-30;223.0
1927-10-01;195.0
1927-10-02;185.0
1927-10-03;143.0
1927-10-04;560.0
1927-10-05;175.0
1927-10-06;139.0
1927-10-07;156.0
1927-10-08;156.0
1927-10-09;115.5
1927-10-10;420.0
1927-10-11;274.0
1927-10-12;248.0
1927-10-13;274.0
1927-10-14;266.0
1927-10-15;195.0
1927-10-16;160.0
1927-10-17;143.0
1927-10-18;135.0
1927-10-19;119.0
1927-10-20;112.0
1927-10-21;119.0
1927-10-22;152.0
1927-10-23;123.0
1927-10-24;139.0
1927-10-25;131.0
1927-10-26;105.0
1927-10-27;119.0
1927-10-28;115.5
1927-10-29;95.0
1927-10-30;115.5
1927-10-31;112.0
1927-11-01;98.0
1927-11-02;83.0
1927-11-03;74.5
1927-11-04;69.5
1927-11-05;67.0
1927-11-06;65.0
1927-11-07;62.0
1927-11-08;60.0
1927-11-09;58.0
1927-11-10;58.0
1927-11-11;65.0
1927-11-12;59.0
1927-11-13;54.0
1927-11-14;53.0
1927-11-15;63.5
1927-11-16;77.0
1927-11-17;72.0
1927-11-18;59.0
1927-11-19;54.0
1927-11-20;54.0
1927-11-21;60.0
1927-11-22;119.0
1927-11-23;170.0
1927-11-24;131.0
1927-11-25;105.0
1927-11-26;123.0
1927-11-27;95.0
1927-11-28;74.5
1927-11-29;67.0
1927-11-30;59.0
1927-12-01;56.0
1927-12-02;54.0
1927-12-03;54.0
1927-12-04;51.0
1927-12-05;48.0
1927-12-06;47.0
1927-12-07;44.0
1927-12-08;44.0
1927-12-09;42.0
1927-12-10;42.0
1927-12-11;60.0
1927-12-12;53.0
1927-12-13;47.0
1927-12-14;53.0
1927-12-15;52.0
1927-12-16;44.0
1927-12-17;41.2
1927-12-18;38.6
1927-12-19;38.6
1927-12-20;37.0
1927-12-21;36.2
1927-12-22;35.4
1927-12-23;35.4
1927-12-24;34.6
1927-12-25;34.6
1927-12-26;34.6
1927-12-27;34.6
1927-12-28;34.6
1927-12-29;47.0
1927-12-30;52.0
1927-12-31;40.2
1928-01-01;37.0
1928-01-02;35.4
1928-01-03;33.8
1928-01-04;33.8
1928-01-05;30.6
1928-01-06;30.6
1928-01-07;30.6
1928-01-08;31.4
1928-01-09;40.2
1928-01-10;35.4
1928-01-11;32.2
1928-01-12;31.4
1928-01-13;32.2
1928-01-14;33.0
1928-01-15;31.4
1928-01-16;30.6
1928-01-17;29.0
1928-01-18;28.2
1928-01-19;27.6
1928-01-20;26.8
1928-01-21;26.8
1928-01-22;26.8
1928-01-23;26.2
1928-01-24;25.4
1928-01-25;24.8
1928-01-26;24.8
1928-01-27;24.8
1928-01-28;24.1
1928-01-29;23.5
1928-01-30;24.8
1928-01-31;80.0
1928-02-01;38.6
1928-02-02;31.4
1928-02-03;30.6
1928-02-04;29.8
1928-02-05;29.8
1928-02-06;26.8
1928-02-07;25.4
1928-02-08;24.8
1928-02-09;24.1
1928-02-10;24.8
1928-02-11;22.9
1928-02-12;22.3
1928-02-13;22.3
1928-02-14;21.6
1928-02-15;20.9
1928-02-16;20.9
1928-02-17;20.9
1928-02-18;20.9
1928-02-19;20.2
1928-02-20;20.2
1928-02-21;19.6
1928-02-22;19.0
1928-02-23;19.0
1928-02-24;18.4
1928-02-25;18.4
1928-02-26;18.4
1928-02-27;18.4
1928-02-28;18.4
1928-02-29;18.4
1928-03-01;18.4
1928-03-02;19.6
1928-03-03;19.6
1928-03-04;18.4
1928-03-05;18.4
1928-03-06;17.3
1928-03-07;17.3
1928-03-08;16.8
1928-03-09;16.3
1928-03-10;16.3
1928-03-11;16.3
1928-03-12;15.8
1928-03-13;15.8
1928-03-14;15.8
1928-03-15;15.8
1928-03-16;22.3
1928-03-17;17.8
1928-03-18;17.8
1928-03-19;17.3
1928-03-20;16.8
1928-03-21;20.9
1928-03-22;30.6
1928-03-23;29.0
1928-03-24;29.8
1928-03-25;23.5
1928-03-26;22.3
1928-03-27;18.4
1928-03-28;19.0
1928-03-29;18.4
1928-03-30;17.3
1928-03-31;17.3
1928-04-01;17.3
1928-04-02;17.3
1928-04-03;18.4
1928-04-04;20.2
1928-04-05;30.6
1928-04-06;31.4
1928-04-07;27.6
1928-04-08;22.9
1928-04-09;20.2
1928-04-10;19.0
1928-04-11;18.4
1928-04-12;17.8
1928-04-13;17.3
1928-04-14;16.8
1928-04-15;16.3
1928-04-16;16.8
1928-04-17;17.8
1928-04-18;16.8
1928-04-19;17.8
1928-04-20;20.2
1928-04-21;29.0
1928-04-22;19.0
1928-04-23;17.3
1928-04-24;16.8
1928-04-25;16.3
1928-04-26;16.3
1928-04-27;16.3
1928-04-28;15.8
1928-04-29;16.3
1928-04-30;16.3
1928-05-01;16.3
1928-05-02;17.3
1928-05-03;29.0
1928-05-04;115.2
1928-05-05;78.1
1928-05-06;40.2
1928-05-07;26.8
1928-05-08;23.5
1928-05-09;157.0
1928-05-10;170.0
1928-05-11;350.0
1928-05-12;294.0
1928-05-13;147.0
1928-05-14;424.0
1928-05-15;210.0
1928-05-16;250.0
1928-05-17;292.0
1928-05-18;332.0
1928-05-19;276.0
1928-05-20;445.0
1928-05-21;330.0
1928-05-22;218.0
1928-05-23;139.0
1928-05-24;105.0
1928-05-25;86.0
1928-05-26;77.0
1928-05-27;69.5
1928-05-28;65.0
1928-05-29;66.0
1928-05-30;105.0
1928-05-31;112.0
1928-06-01;119.0
1928-06-02;119.0
1928-06-03;195.0
1928-06-04;143.0
1928-06-05;92.0
1928-06-06;77.0
1928-06-07;236.0
1928-06-08;170.0
1928-06-09;77.0
1928-06-10;77.0
1928-06-11;80.0
1928-06-12;72.0
1928-06-13;62.0
1928-06-14;56.0
1928-06-15;55.0
1928-06-16;56.0
1928-06-17;56.0
1928-06-18;50.0
1928-06-19;55.0
1928-06-20;153.0
1928-06-21;127.0
1928-06-22;152.0
1928-06-23;101.5
1928-06-24;80.0
1928-06-25;61.0
1928-06-26;53.0
1928-06-27;50.0
1928-06-28;50.0
1928-06-29;50.0
1928-06-30;45.0
1928-07-01;44.0
1928-07-02;41.2
1928-07-03;44.0
1928-07-04;43.0
1928-07-05;51.0
1928-07-06;49.0
1928-07-07;53.0
1928-07-08;55.0
1928-07-09;101.5
1928-07-10;74.5
1928-07-11;95.0
1928-07-12;67.0
1928-07-13;62.0
1928-07-14;67.0
1928-07-15;55.0
1928-07-16;44.0
1928-07-17;83.5
1928-07-18;55.0
1928-07-19;42.0
1928-07-20;38.6
1928-07-21;36.2
1928-07-22;33.8
1928-07-23;66.0
1928-07-24;45.0
1928-07-25;38.6
1928-07-26;102.5
1928-07-27;101.5
1928-07-28;92.0
1928-07-29;52.0
1928-07-30;40.2
1928-07-31;42.0
1928-08-01;45.0
1928-08-02;45.0
1928-08-03;56.0
1928-08-04;60.0
1928-08-05;58.0
1928-08-06;60.0
1928-08-07;89.0
1928-08-08;80.0
1928-08-09;63.5
1928-08-10;61.0
1928-08-11;69.5
1928-08-12;58.0
1928-08-13;58.0
1928-08-14;58.0
1928-08-15;95.0
1928-08-16;65.0
1928-08-17;65.0
1928-08-18;77.0
1928-08-19;89.0
1928-08-20;72.0
1928-08-21;60.0
1928-08-22;83.0
1928-08-23;127.0
1928-08-24;207.0
1928-08-25;373.0
1928-08-26;290.0
1928-08-27;147.0
1928-08-28;108.5
1928-08-29;133.0
1928-08-30;105.0
1928-08-31;131.0
1928-09-01;92.0
1928-09-02;95.0
1928-09-03;105.0
1928-09-04;98.0
1928-09-05;92.0
1928-09-06;89.0
1928-09-07;72.0
1928-09-08;72.0
1928-09-09;74.5
1928-09-10;112.0
1928-09-11;115.5
1928-09-12;92.0
1928-09-13;105.0
1928-09-14;67.0
1928-09-15;169.0
1928-09-16;127.0
1928-09-17;119.0
1928-09-18;129.0
1928-09-19;115.5
1928-09-20;92.0
1928-09-21;80.0
1928-09-22;69.5
1928-09-23;63.5
1928-09-24;67.0
1928-09-25;78.0
1928-09-26;67.0
1928-09-27;65.0
1928-09-28;29.0
1928-09-29;77.0
1928-09-30;252.0
1928-10-01;173.0
1928-10-02;142.0
1928-10-03;123.0
1928-10-04;229.0
1928-10-05;224.0
1928-10-06;405.0
1928-10-07;306.0
1928-10-08;201.0
1928-10-09;152.0
1928-10-10;170.0
1928-10-11;165.0
1928-10-12;123.0
1928-10-13;95.0
1928-10-14;86.0
1928-10-15;77.0
1928-10-16;131.0
1928-10-17;80.0
1928-10-18;69.5
1928-10-19;69.5
1928-10-20;80.0
1928-10-21;67.0
1928-10-22;62.0
1928-10-23;218.0
1928-10-24;260.0
1928-10-25;15.5
1928-10-26;282.0
1928-10-27;212.0
1928-10-28;119.0
1928-10-29;95.0
1928-10-30;306.0
1928-10-31;156.0
1928-11-01;274.0
1928-11-02;260.0
1928-11-03;139.0
1928-11-04;105.0
1928-11-05;242.0
1928-11-06;119.0
1928-11-07;115.5
1928-11-08;95.0
1928-11-09;127.0
1928-11-10;83.0
1928-11-11;77.0
1928-11-12;72.0
1928-11-13;114.5
1928-11-14;225.0
1928-11-15;695.0
1928-11-16;605.0
1928-11-17;282.0
1928-11-18;254.0
1928-11-19;170.0
1928-11-20;130.0
1928-11-21;316.0
1928-11-22;242.0
1928-11-23;160.0
1928-11-24;565.0
1928-11-25;755.0
1928-11-26;380.0
1928-11-27;274.0
1928-11-28;282.0
1928-11-29;362.0
1928-11-30;290.0
1928-12-01;242.0
1928-12-02;185.0
1928-12-03;152.0
1928-12-04;131.0
1928-12-05;115.5
1928-12-06;105.0
1928-12-07;95.0
1928-12-08;89.0
1928-12-09;111.0
1928-12-10;92.0
1928-12-11;95.0
1928-12-12;83.0
1928-12-13;86.0
1928-12-14;89.0
1928-12-15;83.0
1928-12-16;74.5
1928-12-17;69.5
1928-12-18;66.0
1928-12-19;62.0
1928-12-20;60.0
1928-12-21;58.0
1928-12-22;56.0
1928-12-23;54.0
1928-12-24;58.0
1928-12-25;58.0
1928-12-26;52.0
1928-12-27;49.0
1928-12-28;48.0
1928-12-29;47.0
1928-12-30;61.0
1928-12-31;65.0
1929-01-01;55.0
1929-01-02;48.0
1929-01-03;45.0
1929-01-04;42.0
1929-01-05;40.2
1929-01-06;39.4
1929-01-07;38.6
1929-01-08;38.6
1929-01-09;37.0
1929-01-10;36.2
1929-01-11;35.4
1929-01-12;33.8
1929-01-13;33.0
1929-01-14;32.2
1929-01-15;32.2
1929-01-16;31.4
1929-01-17;30.6
1929-01-18;30.6
1929-01-19;29.8
1929-01-20;29.0
1929-01-21;29.0
1929-01-22;28.2
1929-01-23;28.2
1929-01-24;27.6
1929-01-25;26.8
1929-01-26;26.8
1929-01-27;26.2
1929-01-28;25.4
1929-01-29;24.8
1929-01-30;24.8
1929-01-31;24.1
1929-02-01;24.1
1929-02-02;24.8
1929-02-03;26.8
1929-02-04;47.0
1929-02-05;41.2
1929-02-06;35.4
1929-02-07;37.0
1929-02-08;34.6
1929-02-09;30.6
1929-02-10;27.6
1929-02-11;26.2
1929-02-12;24.8
1929-02-13;24.1
1929-02-14;23.5
1929-02-15;23.5
1929-02-16;23.5
1929-02-17;22.3
1929-02-18;22.3
1929-02-19;21.6
1929-02-20;20.9
1929-02-21;21.6
1929-02-22;20.9
1929-02-23;20.9
1929-02-24;20.9
1929-02-25;20.2
1929-02-26;20.2
1929-02-27;20.2
1929-02-28;20.2
1929-03-01;19.6
1929-03-02;20.2
1929-03-03;19.6
1929-03-04;19.6
1929-03-05;19.6
1929-03-06;19.0
1929-03-07;19.0
1929-03-08;24.8
1929-03-09;35.4
1929-03-10;33.0
1929-03-11;30.6
1929-03-12;33.8
1929-03-13;40.2
1929-03-14;31.4
1929-03-15;27.6
1929-03-16;26.2
1929-03-17;28.2
1929-03-18;38.6
1929-03-19;39.4
1929-03-20;33.8
1929-03-21;32.2
1929-03-22;32.2
1929-03-23;31.4
1929-03-24;28.2
1929-03-25;26.8
1929-03-26;25.4
1929-03-27;24.8
1929-03-28;24.1
1929-03-29;23.5
1929-03-30;22.9
1929-03-31;22.3
1929-04-01;20.9
1929-04-02;20.2
1929-04-03;19.6
1929-04-04;19.6
1929-04-05;19.6
1929-04-06;19.0
1929-04-07;19.0
1929-04-08;19.0
1929-04-09;18.4
1929-04-10;18.4
1929-04-11;20.9
1929-04-12;24.1
1929-04-13;26.8
1929-04-14;25.4
1929-04-15;27.6
1929-04-16;22.3
1929-04-17;19.0
1929-04-18;17.3
1929-04-19;16.3
1929-04-20;42.4
1929-04-21;31.4
1929-04-22;27.6
1929-04-23;18.4
1929-04-24;38.6
1929-04-25;33.0
1929-04-26;28.2
1929-04-27;29.0
1929-04-28;24.8
1929-04-29;22.3
1929-04-30;19.6
1929-05-01;18.4
1929-05-02;17.3
1929-05-03;16.3
1929-05-04;15.8
1929-05-05;15.3
1929-05-06;15.3
1929-05-07;15.3
1929-05-08;15.3
1929-05-09;14.8
1929-05-10;14.8
1929-05-11;14.3
1929-05-12;15.3
1929-05-13;35.4
1929-05-14;23.5
1929-05-15;19.6
1929-05-16;21.6
1929-05-17;19.6
1929-05-18;20.9
1929-05-19;30.6
1929-05-20;98.0
1929-05-21;67.0
1929-05-22;54.0
1929-05-23;74.5
1929-05-24;138.0
1929-05-25;119.0
1929-05-26;134.0
1929-05-27;550.0
1929-05-28;195.0
1929-05-29;115.5
1929-05-30;165.0
1929-05-31;175.0
1929-06-01;184.0
1929-06-02;95.0
1929-06-03;72.0
1929-06-04;268.0
1929-06-05;286.0
1929-06-06;515.0
1929-06-07;148.0
1929-06-08;112.0
1929-06-09;101.5
1929-06-10;95.0
1929-06-11;101.5
1929-06-12;92.0
1929-06-13;74.5
1929-06-14;67.0
1929-06-15;60.0
1929-06-16;56.0
1929-06-17;56.0
1929-06-18;80.0
1929-06-19;72.0
1929-06-20;86.0
1929-06-21;80.0
1929-06-22;67.0
1929-06-23;62.0
1929-06-24;55.0
1929-06-25;47.0
1929-06-26;48.0
1929-06-27;58.0
1929-06-28;59.0
1929-06-29;67.0
1929-06-30;80.0
1929-07-01;92.0
1929-07-02;112.0
1929-07-03;69.5
1929-07-04;54.0
1929-07-05;49.0
1929-07-06;52.0
1929-07-07;69.5
1929-07-08;58.0
1929-07-09;55.0
1929-07-10;100.5
1929-07-11;89.0
1929-07-12;67.0
1929-07-13;52.0
1929-07-14;48.0
1929-07-15;43.0
1929-07-16;63.0
1929-07-17;66.0
1929-07-18;58.0
1929-07-19;78.5
1929-07-20;52.0
1929-07-21;44.0
1929-07-22;39.4
1929-07-23;37.0
1929-07-24;35.4
1929-07-25;47.0
1929-07-26;39.4
1929-07-27;38.6
1929-07-28;37.8
1929-07-29;35.4
1929-07-30;35.4
1929-07-31;59.0
1929-08-01;38.6
1929-08-02;51.0
1929-08-03;74.5
1929-08-04;65.0
1929-08-05;72.0
1929-08-06;72.0
1929-08-07;98.0
1929-08-08;81.0
1929-08-09;69.5
1929-08-10;66.0
1929-08-11;65.0
1929-08-12;80.0
1929-08-13;74.5
1929-08-14;89.0
1929-08-15;103.5
1929-08-16;80.0
1929-08-17;63.5
1929-08-18;65.0
1929-08-19;65.0
1929-08-20;62.0
1929-08-21;108.0
1929-08-22;110.5
1929-08-23;201.0
1929-08-24;146.0
1929-08-25;138.0
1929-08-26;108.5
1929-08-27;123.0
1929-08-28;308.0
1929-08-29;135.0
1929-08-30;135.0
1929-08-31;131.0
1929-09-01;268.0
1929-09-02;147.0
1929-09-03;143.0
1929-09-04;101.5
1929-09-05;95.0
1929-09-06;92.0
1929-09-07;101.5
1929-09-08;105.0
1929-09-09;131.0
1929-09-10;95.0
1929-09-11;95.0
1929-09-12;86.0
1929-09-13;80.0
1929-09-14;115.5
1929-09-15;92.0
1929-09-16;166.0
1929-09-17;201.0
1929-09-18;165.0
1929-09-19;298.0
1929-09-20;195.0
1929-09-21;218.0
1929-09-22;152.0
1929-09-23;160.0
1929-09-24;152.0
1929-09-25;165.0
1929-09-26;185.0
1929-09-27;165.0
1929-09-28;147.0
1929-09-29;131.0
1929-09-30;143.0
1929-10-01;222.0
1929-10-02;280.0
1929-10-03;214.0
1929-10-04;165.0
1929-10-05;158.0
1929-10-06;123.0
1929-10-07;117.0
1929-10-08;123.0
1929-10-09;183.0
1929-10-10;183.0
1929-10-11;114.0
1929-10-12;126.0
1929-10-13;126.0
1929-10-14;106.0
1929-10-15;114.0
1929-10-16;119.0
1929-10-17;124.0
1929-10-18;98.0
1929-10-19;96.5
1929-10-20;108.5
1929-10-21;87.5
1929-10-22;80.5
1929-10-23;174.0
1929-10-24;179.0
1929-10-25;210.0
1929-10-26;142.0
1929-10-27;137.0
1929-10-28;190.0
1929-10-29;129.0
1929-10-30;111.5
1929-10-31;108.5
1929-11-01;135.0
1929-11-02;108.5
1929-11-03;90.0
1929-11-04;83.0
1929-11-05;76.0
1929-11-06;73.5
1929-11-07;71.5
1929-11-08;76.0
1929-11-09;71.5
1929-11-10;69.0
1929-11-11;67.0
1929-11-12;60.5
1929-11-13;58.0
1929-11-14;56.0
1929-11-15;56.0
1929-11-16;52.0
1929-11-17;51.0
1929-11-18;50.0
1929-11-19;49.0
1929-11-20;48.0
1929-11-21;48.0
1929-11-22;46.0
1929-11-23;44.0
1929-11-24;43.0
1929-11-25;42.0
1929-11-26;41.2
1929-11-27;39.4
1929-11-28;38.6
1929-11-29;38.6
1929-11-30;38.6
1929-12-01;38.6
1929-12-02;37.0
1929-12-03;36.2
1929-12-04;35.4
1929-12-05;37.8
1929-12-06;47.0
1929-12-07;46.0
1929-12-08;42.0
1929-12-09;40.2
1929-12-10;40.2
1929-12-11;37.0
1929-12-12;33.8
1929-12-13;33.0
1929-12-14;32.2
1929-12-15;30.6
1929-12-16;30.6
1929-12-17;29.8
1929-12-18;29.8
1929-12-19;29.0
1929-12-20;28.2
1929-12-21;27.6
1929-12-22;27.6
1929-12-23;26.2
1929-12-24;26.2
1929-12-25;24.8
1929-12-26;24.8
1929-12-27;24.1
1929-12-28;23.5
1929-12-29;23.5
1929-12-30;23.5
1929-12-31;22.3
1930-01-01;22.9
1930-01-02;21.6
1930-01-03;20.9
1930-01-04;19.6
1930-01-05;19.6
1930-01-06;18.4
1930-01-07;19.6
1930-01-08;19.6
1930-01-09;19.6
1930-01-10;20.9
1930-01-11;23.5
1930-01-12;29.0
1930-01-13;22.9
1930-01-14;22.3
1930-01-15;22.3
