Date;Q
1930-09-27;33.8
1930-09-28;37.8
1930-09-29;41.2
1930-09-30;37.8
1930-10-01;33.8
1930-10-02;37.0
1930-10-03;25.4
1930-10-04;23.5
1930-10-05;23.5
1930-10-06;22.9
1930-10-07;22.9
1930-10-08;46.0
1930-10-09;111.5
1930-10-10;80.5
1930-10-11;108.5
1930-10-12;95.0
1930-10-13;78.0
1930-10-14;83.0
1930-10-15;65.0
1930-10-16;67.0
1930-10-17;71.5
1930-10-18;60.5
1930-10-19;52.0
1930-10-20;40.2
1930-10-21;37.0
1930-10-22;33.8
1930-10-23;30.6
1930-10-24;27.6
1930-10-25;29.8
1930-10-26;92.5
1930-10-27;50.0
1930-10-28;90.0
1930-10-29;123.0
1930-10-30;80.5
1930-10-31;62.5
1930-11-01;48.0
1930-11-02;39.4
1930-11-03;37.0
1930-11-04;33.8
1930-11-05;30.6
1930-11-06;33.0
1930-11-07;44.0
1930-11-08;35.4
1930-11-09;30.6
1930-11-10;31.4
1930-11-11;50.0
1930-11-12;69.0
1930-11-13;56.0
1930-11-14;42.0
1930-11-15;35.4
1930-11-16;31.4
1930-11-17;30.6
1930-11-18;31.4
1930-11-19;29.8
1930-11-20;29.0
1930-11-21;30.6
1930-11-22;32.2
1930-11-23;29.0
1930-11-24;26.2
1930-11-25;29.0
1930-11-26;36.2
1930-11-27;53.0
1930-11-28;108.5
1930-11-29;106.0
1930-11-30;60.5
1930-12-01;46.0
1930-12-02;38.6
1930-12-03;37.8
1930-12-04;33.0
1930-12-05;32.2
1930-12-06;35.4
1930-12-07;31.4
1930-12-08;29.0
1930-12-09;29.0
1930-12-10;29.0
1930-12-11;29.0
1930-12-12;29.0
1930-12-13;29.0
1930-12-14;27.6
1930-12-15;26.8
1930-12-16;26.2
1930-12-17;26.2
1930-12-18;25.4
1930-12-19;24.8
1930-12-20;24.8
1930-12-21;24.8
1930-12-22;24.1
1930-12-23;23.5
1930-12-24;23.5
1930-12-25;23.5
1930-12-26;23.5
1930-12-27;23.5
1930-12-28;23.5
1930-12-29;23.5
1930-12-30;23.5
1930-12-31;22.9
1931-01-01;22.3
1931-01-02;20.9
1931-01-03;20.2
1931-01-04;19.6
1931-01-05;19.0
1931-01-06;19.0
1931-01-07;18.4
1931-01-08;18.4
1931-01-09;17.8
1931-01-10;17.8
1931-01-11;18.4
1931-01-12;19.0
1931-01-13;19.0
1931-01-14;18.4
1931-01-15;17.8
1931-01-16;17.3
1931-01-17;17.3
1931-01-18;17.3
1931-01-19;19.6
1931-01-20;19.0
1931-01-21;17.3
1931-01-22;17.3
1931-01-23;17.3
1931-01-24;22.3
1931-01-25;58.0
1931-01-26;58.0
1931-01-27;114.0
1931-01-28;62.5
1931-01-29;42.0
1931-01-30;35.4
1931-01-31;33.8
1931-02-01;32.2
1931-02-02;30.6
1931-02-03;29.0
1931-02-04;26.8
1931-02-05;25.4
1931-02-06;26.2
1931-02-07;24.1
1931-02-08;22.9
1931-02-09;24.1
1931-02-10;22.3
1931-02-11;22.3
1931-02-12;24.1
1931-02-13;29.8
1931-02-14;60.5
1931-02-15;56.0
1931-02-16;38.6
1931-02-17;50.0
1931-02-18;44.0
1931-02-19;33.8
1931-02-20;29.0
1931-02-21;26.2
1931-02-22;25.4
1931-02-23;25.4
1931-02-24;29.0
1931-02-25;24.8
1931-02-26;23.5
1931-02-27;22.3
1931-02-28;20.9
1931-03-01;20.2
1931-03-02;20.2
1931-03-03;19.6
1931-03-04;18.4
1931-03-05;18.4
1931-03-06;17.8
1931-03-07;17.3
1931-03-08;17.3
1931-03-09;16.8
1931-03-10;16.3
1931-03-11;16.3
1931-03-12;16.3
1931-03-13;17.8
1931-03-14;126.0
1931-03-15;103.0
1931-03-16;58.0
1931-03-17;38.6
1931-03-18;32.2
1931-03-19;29.0
1931-03-20;27.6
1931-03-21;25.4
1931-03-22;23.5
1931-03-23;22.3
1931-03-24;21.6
1931-03-25;20.9
1931-03-26;20.2
1931-03-27;19.6
1931-03-28;18.4
1931-03-29;17.8
1931-03-30;17.3
1931-03-31;16.8
1931-04-01;16.3
1931-04-02;16.3
1931-04-03;21.6
1931-04-04;20.9
1931-04-05;18.4
1931-04-06;16.8
1931-04-07;15.3
1931-04-08;20.2
1931-04-09;41.2
1931-04-10;87.5
1931-04-11;73.5
1931-04-12;54.0
1931-04-13;54.0
1931-04-14;39.4
1931-04-15;56.0
1931-04-16;56.0
1931-04-17;56.0
1931-04-18;44.0
1931-04-19;54.0
1931-04-20;117.0
1931-04-21;230.0
1931-04-22;148.0
1931-04-23;90.0
1931-04-24;65.0
1931-04-25;95.0
1931-04-26;129.0
1931-04-27;148.0
1931-04-28;169.0
1931-04-29;230.0
1931-04-30;344.0
1931-05-01;330.0
1931-05-02;670.0
1931-05-03;358.0
1931-05-04;404.0
1931-05-05;1030.0
1931-05-06;820.0
1931-05-07;344.0
1931-05-08;525.0
1931-05-09;344.0
1931-05-10;214.0
1931-05-11;187.0
1931-05-12;214.0
1931-05-13;230.0
1931-05-14;234.0
1931-05-15;179.0
1931-05-16;155.0
1931-05-17;158.0
1931-05-18;206.0
1931-05-19;242.0
1931-05-20;206.0
1931-05-21;222.0
1931-05-22;252.0
1931-05-23;292.0
1931-05-24;372.0
1931-05-25;565.0
1931-05-26;795.0
1931-05-27;1000.0
1931-05-28;670.0
1931-05-29;525.0
1931-05-30;645.0
1931-05-31;420.0
1931-06-01;316.0
1931-06-02;330.0
1931-06-03;292.0
1931-06-04;304.0
1931-06-05;304.0
1931-06-06;358.0
1931-06-07;436.0
1931-06-08;1150.0
1931-06-09;970.0
1931-06-10;452.0
1931-06-11;372.0
1931-06-12;420.0
1931-06-13;304.0
1931-06-14;304.0
1931-06-15;330.0
1931-06-16;222.0
1931-06-17;194.0
1931-06-18;176.0
1931-06-19;194.0
1931-06-20;165.0
1931-06-21;202.0
1931-06-22;226.0
1931-06-23;420.0
1931-06-24;404.0
1931-06-25;280.0
1931-06-26;280.0
1931-06-27;292.0
1931-06-28;292.0
1931-06-29;372.0
1931-06-30;795.0
1931-07-01;585.0
1931-07-02;720.0
1931-07-03;316.0
1931-07-04;252.0
1931-07-05;234.0
1931-07-06;292.0
1931-07-07;452.0
1931-07-08;344.0
1931-07-09;316.0
1931-07-10;210.0
1931-07-11;210.0
1931-07-12;179.0
1931-07-13;176.0
1931-07-14;183.0
1931-07-15;198.0
1931-07-16;214.0
1931-07-17;187.0
1931-07-18;183.0
1931-07-19;172.0
1931-07-20;142.0
1931-07-21;126.0
1931-07-22;148.0
1931-07-23;120.0
1931-07-24;108.5
1931-07-25;100.5
1931-07-26;98.0
1931-07-27;111.5
1931-07-28;87.5
1931-07-29;117.0
1931-07-30;100.5
1931-07-31;126.0
1931-08-01;103.0
1931-08-02;87.5
1931-08-03;85.0
1931-08-04;83.0
1931-08-05;103.0
1931-08-06;103.0
1931-08-07;95.0
1931-08-08;83.0
1931-08-09;76.0
1931-08-10;71.5
1931-08-11;69.0
1931-08-12;71.5
1931-08-13;67.0
1931-08-14;67.0
1931-08-15;83.0
1931-08-16;191.0
1931-08-17;172.0
1931-08-18;85.0
1931-08-19;80.5
1931-08-20;85.0
1931-08-21;73.5
1931-08-22;73.5
1931-08-23;67.0
1931-08-24;71.5
1931-08-25;67.0
1931-08-26;69.0
1931-08-27;60.5
1931-08-28;58.0
1931-08-29;55.0
1931-08-30;51.0
1931-08-31;51.0
1931-09-01;108.5
1931-09-02;148.0
1931-09-03;123.0
1931-09-04;222.0
1931-09-05;111.5
1931-09-06;108.5
1931-09-07;95.0
1931-09-08;76.0
1931-09-09;69.0
1931-09-10;65.0
1931-09-11;60.5
1931-09-12;95.0
1931-09-13;92.5
1931-09-14;123.0
1931-09-15;95.0
1931-09-16;73.5
1931-09-17;69.0
1931-09-18;114.0
1931-09-19;162.0
1931-09-20;372.0
1931-09-21;210.0
1931-09-22;165.0
1931-09-23;123.0
1931-09-24;114.0
1931-09-25;126.0
1931-09-26;176.0
1931-09-27;165.0
1931-09-28;117.0
1931-09-29;262.0
1931-09-30;138.0
1931-10-01;106.0
1931-10-02;95.0
1931-10-03;191.0
1931-10-04;183.0
1931-10-05;165.0
1931-10-06;172.0
1931-10-07;176.0
1931-10-08;187.0
1931-10-09;138.0
1931-10-10;129.0
1931-10-11;210.0
1931-10-12;206.0
1931-10-13;176.0
1931-10-14;304.0
1931-10-15;162.0
1931-10-16;129.0
1931-10-17;142.0
1931-10-18;126.0
1931-10-19;117.0
1931-10-20;98.0
1931-10-21;108.5
1931-10-22;138.0
1931-10-23;169.0
1931-10-24;148.0
1931-10-25;148.0
1931-10-26;142.0
1931-10-27;129.0
1931-10-28;142.0
1931-10-29;142.0
1931-10-30;114.0
1931-10-31;100.5
1931-11-01;148.0
1931-11-02;198.0
1931-11-03;262.0
1931-11-04;230.0
1931-11-05;162.0
1931-11-06;148.0
1931-11-07;158.0
1931-11-08;238.0
1931-11-09;148.0
1931-11-10;148.0
1931-11-11;158.0
1931-11-12;145.0
1931-11-13;142.0
1931-11-14;126.0
1931-11-15;111.5
1931-11-16;114.0
1931-11-17;106.0
1931-11-18;95.0
1931-11-19;90.0
1931-11-20;90.0
1931-11-21;83.0
1931-11-22;95.0
1931-11-23;108.5
1931-11-24;117.0
1931-11-25;95.0
1931-11-26;108.5
1931-11-27;114.0
1931-11-28;114.0
1931-11-29;117.0
1931-11-30;92.5
1931-12-01;95.0
1931-12-02;95.0
1931-12-03;
1931-12-04;
1931-12-05;
1931-12-06;
1931-12-07;
1931-12-08;
1931-12-09;
1931-12-10;
1931-12-11;
1931-12-12;
1931-12-13;
1931-12-14;
1931-12-15;
1931-12-16;
1931-12-17;
1931-12-18;
1931-12-19;
1931-12-20;
1931-12-21;
1931-12-22;
1931-12-23;
1931-12-24;
1931-12-25;
1931-12-26;
1931-12-27;
1931-12-28;
1931-12-29;
1931-12-30;
1931-12-31;
1932-01-01;
1932-01-02;
1932-01-03;36.2
1932-01-04;37.8
1932-01-05;35.4
1932-01-06;35.4
1932-01-07;47.0
1932-01-08;33.8
1932-01-09;33.8
1932-01-10;34.6
1932-01-11;33.8
1932-01-12;33.8
1932-01-13;32.2
1932-01-14;31.4
1932-01-15;30.6
1932-01-16;30.6
1932-01-17;33.0
1932-01-18;33.0
1932-01-19;35.4
1932-01-20;31.4
1932-01-21;30.6
1932-01-22;29.8
1932-01-23;29.0
1932-01-24;28.2
1932-01-25;28.2
1932-01-26;27.6
1932-01-27;27.6
1932-01-28;26.8
1932-01-29;26.2
1932-01-30;26.2
1932-01-31;25.4
1932-02-01;25.4
1932-02-02;25.4
1932-02-03;25.4
1932-02-04;24.8
1932-02-05;24.8
1932-02-06;24.1
1932-02-07;24.1
1932-02-08;23.5
1932-02-09;23.5
1932-02-10;22.9
1932-02-11;22.9
1932-02-12;22.3
1932-02-13;22.9
1932-02-14;22.3
1932-02-15;21.6
1932-02-16;20.9
1932-02-17;21.6
1932-02-18;21.6
1932-02-19;20.9
1932-02-20;20.9
1932-02-21;20.9
1932-02-22;20.9
1932-02-23;20.2
1932-02-24;20.2
1932-02-25;20.2
1932-02-26;20.2
1932-02-27;20.2
1932-02-28;20.2
1932-02-29;19.6
1932-03-01;19.6
1932-03-02;19.0
1932-03-03;19.0
1932-03-04;19.0
1932-03-05;19.0
1932-03-06;18.4
1932-03-07;18.4
1932-03-08;19.0
1932-03-09;20.2
1932-03-10;19.0
1932-03-11;18.4
1932-03-12;17.8
1932-03-13;18.4
1932-03-14;17.8
1932-03-15;17.8
1932-03-16;17.3
1932-03-17;17.8
1932-03-18;18.4
1932-03-19;17.3
1932-03-20;17.3
1932-03-21;17.3
1932-03-22;17.3
1932-03-23;16.8
1932-03-24;17.3
1932-03-25;16.8
1932-03-26;17.8
1932-03-27;16.8
1932-03-28;16.3
1932-03-29;16.3
1932-03-30;16.3
1932-03-31;15.8
1932-04-01;16.3
1932-04-02;16.3
1932-04-03;15.8
1932-04-04;15.8
1932-04-05;15.8
1932-04-06;16.3
1932-04-07;20.2
1932-04-08;30.6
1932-04-09;53.0
1932-04-10;49.0
1932-04-11;73.5
1932-04-12;32.2
1932-04-13;62.5
1932-04-14;67.0
1932-04-15;47.0
1932-04-16;52.0
1932-04-17;37.0
1932-04-18;40.2
1932-04-19;36.2
1932-04-20;31.4
1932-04-21;26.8
1932-04-22;25.4
1932-04-23;24.8
1932-04-24;23.5
1932-04-25;44.8
1932-04-26;76.0
1932-04-27;83.0
1932-04-28;132.0
1932-04-29;108.5
1932-04-30;183.0
1932-05-01;226.0
1932-05-02;179.0
1932-05-03;344.0
1932-05-04;304.0
1932-05-05;404.0
1932-05-06;262.0
1932-05-07;470.0
1932-05-08;262.0
1932-05-09;179.0
1932-05-10;138.0
1932-05-11;117.0
1932-05-12;103.0
1932-05-13;108.5
1932-05-14;98.0
1932-05-15;87.5
1932-05-16;123.0
1932-05-17;145.0
1932-05-18;222.0
1932-05-19;198.0
1932-05-20;183.0
1932-05-21;179.0
1932-05-22;316.0
1932-05-23;292.0
1932-05-24;218.0
1932-05-25;169.0
1932-05-26;158.0
1932-05-27;135.0
1932-05-28;132.0
1932-05-29;117.0
1932-05-30;142.0
1932-05-31;148.0
1932-06-01;145.0
1932-06-02;280.0
1932-06-03;545.0
1932-06-04;420.0
1932-06-05;187.0
1932-06-06;151.0
1932-06-07;238.0
1932-06-08;191.0
1932-06-09;162.0
1932-06-10;145.0
1932-06-11;111.5
1932-06-12;114.0
1932-06-13;148.0
1932-06-14;120.0
1932-06-15;103.0
1932-06-16;92.5
1932-06-17;95.0
1932-06-18;106.0
1932-06-19;132.0
1932-06-20;98.0
1932-06-21;132.0
1932-06-22;238.0
1932-06-23;148.0
1932-06-24;111.5
1932-06-25;106.0
1932-06-26;145.0
1932-06-27;111.5
1932-06-28;108.5
1932-06-29;90.0
1932-06-30;78.0
1932-07-01;76.0
1932-07-02;71.5
1932-07-03;67.0
1932-07-04;80.5
1932-07-05;65.0
1932-07-06;71.5
1932-07-07;69.0
1932-07-08;71.5
1932-07-09;71.5
1932-07-10;76.0
1932-07-11;135.0
1932-07-12;92.5
1932-07-13;83.0
1932-07-14;135.0
1932-07-15;135.0
1932-07-16;103.0
1932-07-17;280.0
1932-07-18;120.0
1932-07-19;106.0
1932-07-20;138.0
1932-07-21;176.0
1932-07-22;138.0
1932-07-23;142.0
1932-07-24;142.0
1932-07-25;162.0
1932-07-26;148.0
1932-07-27;187.0
1932-07-28;206.0
1932-07-29;148.0
1932-07-30;145.0
1932-07-31;123.0
1932-08-01;111.5
1932-08-02;108.5
1932-08-03;126.0
1932-08-04;92.5
1932-08-05;202.0
1932-08-06;155.0
1932-08-07;114.0
1932-08-08;98.0
1932-08-09;100.5
1932-08-10;198.0
1932-08-11;117.0
1932-08-12;103.0
1932-08-13;98.0
1932-08-14;148.0
1932-08-15;129.0
1932-08-16;191.0
1932-08-17;191.0
1932-08-18;158.0
1932-08-19;117.0
1932-08-20;202.0
1932-08-21;234.0
1932-08-22;151.0
1932-08-23;252.0
1932-08-24;169.0
1932-08-25;470.0
1932-08-26;344.0
1932-08-27;330.0
1932-08-28;292.0
1932-08-29;187.0
1932-08-30;388.0
1932-08-31;252.0
1932-09-01;202.0
1932-09-02;176.0
1932-09-03;165.0
1932-09-04;165.0
1932-09-05;210.0
1932-09-06;148.0
1932-09-07;138.0
1932-09-08;123.0
1932-09-09;106.0
1932-09-10;142.0
1932-09-11;103.0
1932-09-12;126.0
1932-09-13;126.0
1932-09-14;108.5
1932-09-15;100.5
1932-09-16;100.5
1932-09-17;92.5
1932-09-18;85.0
1932-09-19;87.5
1932-09-20;126.0
1932-09-21;111.5
1932-09-22;129.0
1932-09-23;135.0
1932-09-24;176.0
1932-09-25;202.0
1932-09-26;194.0
1932-09-27;132.0
1932-09-28;120.0
1932-09-29;114.0
1932-09-30;126.0
1932-10-01;126.0
1932-10-02;165.0
1932-10-03;202.0
1932-10-04;148.0
1932-10-05;176.0
1932-10-06;126.0
1932-10-07;129.0
1932-10-08;129.0
1932-10-09;234.0
1932-10-10;169.0
1932-10-11;172.0
1932-10-12;135.0
1932-10-13;210.0
1932-10-14;194.0
1932-10-15;210.0
1932-10-16;172.0
1932-10-17;142.0
1932-10-18;123.0
1932-10-19;304.0
1932-10-20;488.0
1932-10-21;330.0
1932-10-22;262.0
1932-10-23;162.0
1932-10-24;404.0
1932-10-25;206.0
1932-10-26;162.0
1932-10-27;132.0
1932-10-28;117.0
1932-10-29;129.0
1932-10-30;117.0
1932-10-31;106.0
1932-11-01;100.5
1932-11-02;98.0
1932-11-03;92.5
1932-11-04;87.5
1932-11-05;80.5
1932-11-06;69.0
1932-11-07;67.0
1932-11-08;62.5
1932-11-09;62.5
1932-11-10;67.0
1932-11-11;83.0
1932-11-12;80.5
1932-11-13;85.0
1932-11-14;198.0
1932-11-15;194.0
1932-11-16;162.0
1932-11-17;117.0
1932-11-18;92.5
1932-11-19;83.0
1932-11-20;78.0
1932-11-21;80.5
1932-11-22;100.5
1932-11-23;103.0
1932-11-24;95.0
1932-11-25;95.0
1932-11-26;73.5
1932-11-27;76.0
1932-11-28;69.0
1932-11-29;67.0
1932-11-30;71.5
1932-12-01;71.5
1932-12-02;187.0
1932-12-03;470.0
1932-12-04;194.0
1932-12-05;145.0
1932-12-06;145.0
1932-12-07;214.0
1932-12-08;148.0
1932-12-09;123.0
1932-12-10;111.0
1932-12-11;98.0
1932-12-12;87.5
1932-12-13;83.0
1932-12-14;78.0
1932-12-15;78.0
1932-12-16;71.5
1932-12-17;69.0
1932-12-18;67.0
1932-12-19;65.0
1932-12-20;65.0
1932-12-21;58.0
1932-12-22;58.0
1932-12-23;55.0
1932-12-24;54.0
1932-12-25;52.0
1932-12-26;51.0
1932-12-27;50.0
1932-12-28;40.0
1932-12-29;48.0
1932-12-30;46.0
1932-12-31;45.0
1933-01-01;44.0
1933-01-02;43.0
1933-01-03;42.0
1933-01-04;41.2
1933-01-05;40.2
1933-01-06;39.4
1933-01-07;38.6
1933-01-08;38.6
1933-01-09;37.8
1933-01-10;37.0
1933-01-11;36.2
1933-01-12;36.2
1933-01-13;35.4
1933-01-14;35.4
1933-01-15;34.6
1933-01-16;33.8
1933-01-17;34.6
1933-01-18;33.8
1933-01-19;33.8
1933-01-20;32.2
1933-01-21;32.2
1933-01-22;31.4
1933-01-23;31.4
1933-01-24;30.6
1933-01-25;30.6
1933-01-26;29.8
1933-01-27;29.0
1933-01-28;29.0
1933-01-29;28.2
1933-01-30;28.2
1933-01-31;27.6
1933-02-01;27.6
1933-02-02;26.8
1933-02-03;26.2
1933-02-04;26.2
1933-02-05;25.4
1933-02-06;24.8
1933-02-07;24.1
1933-02-08;24.1
1933-02-09;24.1
1933-02-10;24.1
1933-02-11;23.5
1933-02-12;23.5
1933-02-13;23.5
1933-02-14;22.9
1933-02-15;22.9
1933-02-16;22.3
1933-02-17;22.3
1933-02-18;22.3
1933-02-19;22.3
1933-02-20;21.6
1933-02-21;21.6
1933-02-22;21.6
1933-02-23;21.6
1933-02-24;20.9
1933-02-25;20.9
1933-02-26;20.9
1933-02-27;20.9
1933-02-28;20.9
1933-03-01;20.9
1933-03-02;20.9
1933-03-03;20.9
1933-03-04;20.9
1933-03-05;22.9
1933-03-06;22.3
1933-03-07;24.8
1933-03-08;24.1
1933-03-09;22.9
1933-03-10;21.6
1933-03-11;20.9
1933-03-12;22.8
1933-03-13;21.6
1933-03-14;20.9
1933-03-15;22.3
1933-03-16;23.5
1933-03-17;24.1
1933-03-18;21.6
1933-03-19;22.3
1933-03-20;21.6
1933-03-21;20.2
1933-03-22;20.2
1933-03-23;19.6
1933-03-24;20.2
1933-03-25;18.4
1933-03-26;18.4
1933-03-27;19.0
1933-03-28;19.0
1933-03-29;19.0
1933-03-30;19.0
1933-03-31;18.4
1933-04-01;21.6
1933-04-02;27.6
1933-04-03;43.0
1933-04-04;35.4
1933-04-05;30.6
1933-04-06;24.8
1933-04-07;23.5
1933-04-08;21.6
1933-04-09;20.9
1933-04-10;19.6
1933-04-11;19.6
1933-04-12;23.5
1933-04-13;19.6
1933-04-14;18.4
1933-04-15;17.8
1933-04-16;17.3
1933-04-17;16.8
1933-04-18;16.8
1933-04-19;17.3
1933-04-20;17.3
1933-04-21;16.8
1933-04-22;16.3
1933-04-23;16.3
1933-04-24;15.8
1933-04-25;19.6
1933-04-26;17.3
1933-04-27;19.6
1933-04-28;17.8
1933-04-29;32.2
1933-04-30;41.2
1933-05-01;37.0
1933-05-02;23.5
1933-05-03;19.0
1933-05-04;17.8
1933-05-05;45.0
1933-05-06;43.0
1933-05-07;26.2
1933-05-08;32.2
1933-05-09;24.1
1933-05-10;20.9
1933-05-11;18.4
1933-05-12;18.4
1933-05-13;19.6
1933-05-14;18.4
1933-05-15;20.9
1933-05-16;18.4
1933-05-17;17.3
1933-05-18;17.3
1933-05-19;27.2
1933-05-20;62.5
1933-05-21;37.0
1933-05-22;96.5
1933-05-23;78.0
1933-05-24;55.0
1933-05-25;67.0
1933-05-26;80.0
1933-05-27;126.0
1933-05-28;165.0
1933-05-29;129.0
1933-05-30;142.0
1933-05-31;234.0
1933-06-01;404.0
1933-06-02;151.0
1933-06-03;151.0
1933-06-04;358.0
1933-06-05;142.0
1933-06-06;162.0
1933-06-07;344.0
1933-06-08;820.0
1933-06-09;358.0
1933-06-10;262.0
1933-06-11;226.0
1933-06-12;191.0
1933-06-13;169.0
1933-06-14;142.0
1933-06-15;191.0
1933-06-16;316.0
1933-06-17;224.0
1933-06-18;400.0
1933-06-19;388.0
1933-06-20;330.0
1933-06-21;222.0
1933-06-22;214.0
1933-06-23;194.0
1933-06-24;179.0
1933-06-25;183.0
1933-06-26;123.0
1933-06-27;123.0
1933-06-28;129.0
1933-06-29;242.0
1933-06-30;238.0
1933-07-01;155.0
1933-07-02;114.0
1933-07-03;114.0
1933-07-04;120.0
1933-07-05;117.0
1933-07-06;187.0
1933-07-07;114.0
1933-07-08;129.0
1933-07-09;106.0
1933-07-10;90.0
1933-07-11;98.0
1933-07-12;132.0
1933-07-13;90.0
1933-07-14;87.5
1933-07-15;78.0
1933-07-16;76.0
1933-07-17;69.0
1933-07-18;142.0
1933-07-19;95.0
1933-07-20;87.5
1933-07-21;87.5
1933-07-22;85.0
1933-07-23;78.0
1933-07-24;56.0
1933-07-25;67.0
1933-07-26;62.5
1933-07-27;58.0
1933-07-28;58.0
1933-07-29;56.0
1933-07-30;65.0
1933-07-31;60.5
1933-08-01;55.0
1933-08-02;65.0
1933-08-03;65.0
1933-08-04;58.0
1933-08-05;60.5
1933-08-06;126.0
1933-08-07;108.5
1933-08-08;111.5
1933-08-09;92.5
1933-08-10;87.5
1933-08-11;117.0
1933-08-12;100.5
1933-08-13;242.0
1933-08-14;120.0
1933-08-15;111.5
1933-08-16;92.5
1933-08-17;76.0
1933-08-18;120.0
1933-08-19;162.0
1933-08-20;165.0
1933-08-21;145.0
1933-08-22;183.0
1933-08-23;162.0
1933-08-24;242.0
1933-08-25;316.0
1933-08-26;280.0
1933-08-27;162.0
1933-08-28;214.0
1933-08-29;155.0
1933-08-30;126.0
1933-08-31;142.0
1933-09-01;148.0
1933-09-02;138.0
1933-09-03;145.0
1933-09-04;114.0
1933-09-05;103.0
1933-09-06;117.0
1933-09-07;145.0
1933-09-08;123.0
1933-09-09;120.0
1933-09-10;123.0
1933-09-11;117.0
1933-09-12;95.0
1933-09-13;162.0
1933-09-14;126.0
1933-09-15;198.0
1933-09-16;280.0
1933-09-17;316.0
1933-09-18;176.0
1933-09-19;155.0
1933-09-20;252.0
1933-09-21;358.0
1933-09-22;330.0
1933-09-23;222.0
1933-09-24;210.0
1933-09-25;194.0
1933-09-26;436.0
1933-09-27;238.0
1933-09-28;210.0
1933-09-29;222.0
1933-09-30;238.0
1933-10-01;438.0
1933-10-02;770.0
1933-10-03;330.0
1933-10-04;226.0
1933-10-05;198.0
1933-10-06;169.0
1933-10-07;148.0
1933-10-08;151.0
1933-10-09;234.0
1933-10-10;183.0
1933-10-11;142.0
1933-10-12;160.0
1933-10-13;191.0
1933-10-14;235.0
1933-10-15;280.0
1933-10-16;308.0
1933-10-17;206.0
1933-10-18;165.0
1933-10-19;162.0
1933-10-20;135.0
1933-10-21;135.0
1933-10-22;165.0
1933-10-23;169.0
1933-10-24;162.0
1933-10-25;145.0
1933-10-26;135.0
1933-10-27;117.0
1933-10-28;108.5
1933-10-29;103.0
1933-10-30;100.5
1933-10-31;100.5
1933-11-01;98.0
1933-11-02;92.5
1933-11-03;87.5
1933-11-04;87.5
1933-11-05;83.0
1933-11-06;80.5
1933-11-07;78.0
1933-11-08;76.0
1933-11-09;73.5
1933-11-10;71.5
1933-11-11;71.5
1933-11-12;80.5
1933-11-13;90.0
1933-11-14;98.0
1933-11-15;169.0
