Date;Q
1924-01-09;27.6
1924-01-10;26.8
1924-01-11;26.0
1924-01-12;26.0
1924-01-13;22.4
1924-01-14;21.7
1924-01-15;21.7
1924-01-16;21.0
1924-01-17;21.0
1924-01-18;20.3
1924-01-19;20.3
1924-01-20;20.3
1924-01-21;19.6
1924-01-22;18.9
1924-01-23;18.9
1924-01-24;18.9
1924-01-25;18.9
1924-01-26;18.9
1924-01-27;18.9
1924-01-28;18.2
1924-01-29;18.2
1924-01-30;18.2
1924-01-31;17.6
1924-02-01;17.6
1924-02-02;17.6
1924-02-03;17.0
1924-02-04;17.0
1924-02-05;17.0
1924-02-06;17.0
1924-02-07;17.0
1924-02-08;16.4
1924-02-09;16.4
1924-02-10;16.4
1924-02-11;17.6
1924-02-12;23.1
1924-02-13;20.3
1924-02-14;18.2
1924-02-15;18.2
1924-02-16;17.0
1924-02-17;17.0
1924-02-18;17.0
1924-02-19;16.4
1924-02-20;15.8
1924-02-21;17.0
1924-02-22;17.0
1924-02-23;17.0
1924-02-24;17.0
1924-02-25;17.0
1924-02-26;16.4
1924-02-27;15.8
1924-02-28;17.0
1924-02-29;16.4
1924-03-01;15.8
1924-03-02;15.8
1924-03-03;16.4
1924-03-04;17.0
1924-03-05;17.0
1924-03-06;15.8
1924-03-07;15.2
1924-03-08;15.2
1924-03-09;14.7
1924-03-10;14.7
1924-03-11;14.7
1924-03-12;14.7
1924-03-13;14.2
1924-03-14;13.7
1924-03-15;13.7
1924-03-16;13.7
1924-03-17;13.7
1924-03-18;13.7
1924-03-19;13.7
1924-03-20;13.7
1924-03-21;13.2
1924-03-22;13.2
1924-03-23;12.7
1924-03-24;12.7
1924-03-25;12.7
1924-03-26;12.7
1924-03-27;12.7
1924-03-28;13.7
1924-03-29;15.8
1924-03-30;14.7
1924-03-31;14.7
1924-04-01;14.2
1924-04-02;13.7
1924-04-03;13.2
1924-04-04;13.2
1924-04-05;12.7
1924-04-06;12.7
1924-04-07;14.7
1924-04-08;17.0
1924-04-09;17.0
1924-04-10;15.8
1924-04-11;17.0
1924-04-12;15.8
1924-04-13;16.4
1924-04-14;15.8
1924-04-15;18.9
1924-04-16;23.8
1924-04-17;17.0
1924-04-18;16.4
1924-04-19;15.8
1924-04-20;15.8
1924-04-21;30.1
1924-04-22;57.5
1924-04-23;68.8
1924-04-24;52.2
1924-04-25;86.1
1924-04-26;69.6
1924-04-27;83.6
1924-04-28;47.2
1924-04-29;35.5
1924-04-30;31.0
1924-05-01;45.0
1924-05-02;76.2
1924-05-03;78.1
1924-05-04;71.7
1924-05-05;118.0
1924-05-06;71.2
1924-05-07;144.0
1924-05-08;126.0
1924-05-09;102.0
1924-05-10;110.0
1924-05-11;79.5
1924-05-12;234.0
1924-05-13;92.8
1924-05-14;150.0
1924-05-15;92.8
1924-05-16;85.3
1924-05-17;78.1
1924-05-18;60.0
1924-05-19;72.0
1924-05-20;72.8
1924-05-21;56.4
1924-05-22;63.6
1924-05-23;110.0
1924-05-24;79.5
1924-05-25;126.0
1924-05-26;89.8
1924-05-27;108.0
1924-05-28;189.8
1924-05-29;189.8
1924-05-30;135.0
1924-05-31;159.0
1924-06-01;98.0
1924-06-02;71.3
1924-06-03;97.1
1924-06-04;126.0
1924-06-05;88.3
1924-06-06;67.4
1924-06-07;62.4
1924-06-08;55.2
1924-06-09;54.0
1924-06-10;60.0
1924-06-11;73.9
1924-06-12;61.2
1924-06-13;73.9
1924-06-14;86.8
1924-06-15;143.0
1924-06-16;300.0
1924-06-17;118.0
1924-06-18;85.3
1924-06-19;70.0
1924-06-20;68.7
1924-06-21;62.4
1924-06-22;106.0
1924-06-23;89.8
1924-06-24;78.1
1924-06-25;108.0
1924-06-26;114.0
1924-06-27;92.4
1924-06-28;110.0
1924-06-29;135.0
1924-06-30;106.0
1924-07-01;102.0
1924-07-02;85.3
1924-07-03;72.6
1924-07-04;82.3
1924-07-05;91.3
1924-07-06;82.3
1924-07-07;106.0
1924-07-08;79.5
1924-07-09;75.3
1924-07-10;76.7
1924-07-11;92.8
1924-07-12;92.8
1924-07-13;98.0
1924-07-14;86.8
1924-07-15;79.5
1924-07-16;79.5
1924-07-17;82.3
1924-07-18;86.8
1924-07-19;86.8
1924-07-20;82.3
1924-07-21;79.5
1924-07-22;89.8
1924-07-23;118.0
1924-07-24;84.1
1924-07-25;61.2
1924-07-26;49.4
1924-07-27;52.8
1924-07-28;45.0
1924-07-29;41.4
1924-07-30;61.2
1924-07-31;41.8
1924-08-01;36.4
1924-08-02;39.2
1924-08-03;55.0
1924-08-04;73.3
1924-08-05;45.0
1924-08-06;36.5
1924-08-07;53.7
1924-08-08;50.5
1924-08-09;58.2
1924-08-10;145.0
1924-08-11;233.0
1924-08-12;80.4
1924-08-13;53.3
1924-08-14;66.7
1924-08-15;119.0
1924-08-16;97.6
1924-08-17;157.0
1924-08-18;129.0
1924-08-19;89.2
1924-08-20;126.0
1924-08-21;111.0
1924-08-22;209.0
1924-08-23;142.0
1924-08-24;112.0
1924-08-25;85.3
1924-08-26;74.6
1924-08-27;70.3
1924-08-28;94.6
1924-08-29;82.3
1924-08-30;79.7
1924-08-31;71.3
1924-09-01;70.0
1924-09-02;113.0
1924-09-03;93.8
1924-09-04;79.6
1924-09-05;92.3
1924-09-06;91.8
1924-09-07;54.1
1924-09-08;98.7
1924-09-09;120.0
1924-09-10;126.0
1924-09-11;108.0
1924-09-12;130.0
1924-09-13;178.0
1924-09-14;224.0
1924-09-15;135.0
1924-09-16;125.0
1924-09-17;182.0
1924-09-18;140.0
1924-09-19;116.0
1924-09-20;110.0
1924-09-21;106.0
1924-09-22;354.0
1924-09-23;285.0
1924-09-24;293.0
1924-09-25;302.0
1924-09-26;286.0
1924-09-27;242.0
1924-09-28;192.0
1924-09-29;346.0
1924-09-30;220.0
1924-10-01;189.0
1924-10-02;410.0
1924-10-03;456.0
1924-10-04;318.0
1924-10-05;234.0
1924-10-06;199.0
1924-10-07;159.0
1924-10-08;311.0
1924-10-09;456.0
1924-10-10;311.0
1924-10-11;262.0
1924-10-12;244.0
1924-10-13;318.0
1924-10-14;268.0
1924-10-15;456.0
1924-10-16;410.0
1924-10-17;234.0
1924-10-18;184.0
1924-10-19;159.0
1924-10-20;174.0
1924-10-21;154.0
1924-10-22;130.0
1924-10-23;126.0
1924-10-24;154.0
1924-10-25;126.0
1924-10-26;140.0
1924-10-27;112.0
1924-10-28;103.0
1924-10-29;92.4
1924-10-30;89.8
1924-10-31;87.2
1924-11-01;96.3
1924-11-02;159.0
1924-11-03;102.0
1924-11-04;92.4
1924-11-05;103.0
1924-11-06;95.0
1924-11-07;179.0
1924-11-08;117.0
1924-11-09;92.4
1924-11-10;88.5
1924-11-11;84.6
1924-11-12;79.8
1924-11-13;76.2
1924-11-14;72.6
1924-11-15;63.0
1924-11-16;89.8
1924-11-17;144.0
1924-11-18;154.0
1924-11-19;108.0
1924-11-20;87.2
1924-11-21;93.7
1924-11-22;105.0
1924-11-23;108.0
1924-11-24;108.0
1924-11-25;104.0
1924-11-26;81.0
1924-11-27;72.6
1924-11-28;67.8
1924-11-29;64.2
1924-11-30;67.8
1924-12-01;119.0
1924-12-02;95.0
1924-12-03;69.0
1924-12-04;105.0
1924-12-05;77.4
1924-12-06;69.0
1924-12-07;64.2
1924-12-08;63.0
1924-12-09;60.6
1924-12-10;58.4
1924-12-11;54.0
1924-12-12;49.6
1924-12-13;48.5
1924-12-14;46.5
1924-12-15;51.8
1924-12-16;44.5
1924-12-17;42.5
1924-12-18;40.5
1924-12-19;39.5
1924-12-20;39.5
1924-12-21;39.5
1924-12-22;38.5
1924-12-23;38.5
1924-12-24;38.5
1924-12-25;38.5
1924-12-26;38.5
1924-12-27;38.5
1924-12-28;38.5
1924-12-29;37.5
1924-12-30;37.5
1924-12-31;37.5
1925-01-01;37.5
1925-01-02;37.5
1925-01-03;38.5
1925-01-04;37.5
1925-01-05;37.5
1925-01-06;32.3
1925-01-07;28.0
1925-01-08;26.4
1925-01-09;25.6
1925-01-10;25.6
1925-01-11;24.9
1925-01-12;24.2
1925-01-13;24.2
1925-01-14;23.5
1925-01-15;22.8
1925-01-16;22.8
1925-01-17;22.8
1925-01-18;22.1
1925-01-19;22.1
1925-01-20;21.4
1925-01-21;21.4
1925-01-22;21.4
1925-01-23;20.7
1925-01-24;20.7
1925-01-25;20.7
1925-01-26;20.7
1925-01-27;20.7
1925-01-28;20.7
1925-01-29;22.1
1925-01-30;20.7
1925-01-31;20.0
1925-02-01;20.7
1925-02-02;20.0
1925-02-03;19.3
1925-02-04;19.3
1925-02-05;19.3
1925-02-06;18.6
1925-02-07;19.3
1925-02-08;20.7
1925-02-09;27.2
1925-02-10;23.5
1925-02-11;20.7
1925-02-12;19.3
1925-02-13;19.3
1925-02-14;19.3
1925-02-15;30.4
1925-02-16;27.2
1925-02-17;28.8
1925-02-18;23.5
1925-02-19;21.4
1925-02-20;30.4
1925-02-21;37.5
1925-02-22;35.7
1925-02-23;28.0
1925-02-24;23.5
1925-02-25;22.1
1925-02-26;20.0
1925-02-27;18.6
1925-02-28;18.6
1925-03-01;18.0
1925-03-02;18.0
1925-03-03;18.0
1925-03-04;18.0
1925-03-05;18.0
1925-03-06;18.0
1925-03-07;18.0
1925-03-08;18.0
1925-03-09;18.0
1925-03-10;18.0
1925-03-11;18.0
1925-03-12;18.0
1925-03-13;16.8
1925-03-14;16.2
1925-03-15;16.2
1925-03-16;15.6
1925-03-17;15.0
1925-03-18;15.0
1925-03-19;15.0
1925-03-20;15.0
1925-03-21;15.0
1925-03-22;15.0
1925-03-23;15.0
1925-03-24;15.6
1925-03-25;15.6
1925-03-26;16.2
1925-03-27;16.2
1925-03-28;16.8
1925-03-29;16.8
1925-03-30;18.6
1925-03-31;18.6
1925-04-01;23.5
1925-04-02;52.9
1925-04-03;37.5
1925-04-04;36.9
1925-04-05;48.1
1925-04-06;42.5
1925-04-07;42.5
1925-04-08;33.9
1925-04-09;24.9
1925-04-10;21.4
1925-04-11;20.7
1925-04-12;57.5
1925-04-13;84.7
1925-04-14;91.0
1925-04-15;59.5
1925-04-16;43.5
1925-04-17;40.5
1925-04-18;32.1
1925-04-19;29.6
1925-04-20;30.8
1925-04-21;75.1
1925-04-22;80.7
1925-04-23;82.2
1925-04-24;102.0
1925-04-25;154.0
1925-04-26;183.0
1925-04-27;146.0
1925-04-28;199.0
1925-04-29;243.0
1925-04-30;124.0
1925-05-01;136.0
1925-05-02;108.0
1925-05-03;196.0
1925-05-04;140.0
1925-05-05;118.0
1925-05-06;126.0
1925-05-07;105.0
1925-05-08;132.0
1925-05-09;204.0
1925-05-10;204.0
1925-05-11;318.0
1925-05-12;144.0
1925-05-13;149.0
1925-05-14;112.0
1925-05-15;93.7
1925-05-16;83.4
1925-05-17;75.0
1925-05-18;70.2
1925-05-19;69.0
1925-05-20;69.0
1925-05-21;69.0
1925-05-22;69.0
1925-05-23;65.9
1925-05-24;86.7
1925-05-25;64.6
1925-05-26;67.7
1925-05-27;74.4
1925-05-28;85.9
1925-05-29;133.0
1925-05-30;164.0
1925-05-31;601.0
1925-06-01;596.0
1925-06-02;611.0
1925-06-03;457.0
1925-06-04;244.0
1925-06-05;179.0
1925-06-06;164.0
1925-06-07;149.0
1925-06-08;142.0
1925-06-09;145.0
1925-06-10;159.0
1925-06-11;126.0
1925-06-12;240.0
1925-06-13;230.0
1925-06-14;169.0
1925-06-15;149.0
1925-06-16;138.0
1925-06-17;126.0
1925-06-18;107.0
1925-06-19;121.0
1925-06-20;115.0
1925-06-21;97.6
1925-06-22;91.1
1925-06-23;96.3
1925-06-24;84.6
1925-06-25;81.0
1925-06-26;110.0
1925-06-27;95.0
1925-06-28;112.0
1925-06-29;110.0
1925-06-30;159.0
1925-07-01;204.0
1925-07-02;140.0
1925-07-03;366.0
1925-07-04;169.0
1925-07-05;140.0
1925-07-06;184.0
1925-07-07;140.0
1925-07-08;210.0
1925-07-09;135.0
1925-07-10;107.0
1925-07-11;105.0
1925-07-12;143.0
1925-07-13;122.0
1925-07-14;173.0
1925-07-15;108.0
1925-07-16;91.1
1925-07-17;85.9
1925-07-18;84.6
1925-07-19;194.0
1925-07-20;154.0
1925-07-21;135.0
1925-07-22;130.0
1925-07-23;216.0
1925-07-24;341.0
1925-07-25;139.0
1925-07-26;135.0
1925-07-27;212.0
1925-07-28;154.0
1925-07-29;144.0
1925-07-30;122.0
1925-07-31;110.0
1925-08-01;107.0
1925-08-02;95.0
1925-08-03;95.3
1925-08-04;243.0
1925-08-05;288.0
1925-08-06;160.0
1925-08-07;204.0
1925-08-08;173.0
1925-08-09;149.0
1925-08-10;144.0
1925-08-11;117.0
1925-08-12;102.0
1925-08-13;95.0
1925-08-14;91.1
1925-08-15;100.0
1925-08-16;110.0
1925-08-17;118.0
1925-08-18;127.0
1925-08-19;159.0
1925-08-20;110.0
1925-08-21;101.0
1925-08-22;140.0
1925-08-23;97.6
1925-08-24;87.2
1925-08-25;89.5
1925-08-26;100.0
1925-08-27;92.4
1925-08-28;91.1
1925-08-29;84.6
1925-08-30;83.4
1925-08-31;92.4
1925-09-01;117.0
1925-09-02;159.0
1925-09-03;309.0
1925-09-04;126.0
1925-09-05;177.0
1925-09-06;306.0
1925-09-07;251.0
1925-09-08;144.0
1925-09-09;175.0
1925-09-10;130.0
1925-09-11;105.0
1925-09-12;99.8
1925-09-13;108.0
1925-09-14;96.3
1925-09-15;95.1
1925-09-16;156.0
1925-09-17;286.0
1925-09-18;144.0
1925-09-19;110.0
1925-09-20;162.0
1925-09-21;232.0
1925-09-22;169.0
1925-09-23;217.0
1925-09-24;457.0
1925-09-25;848.0
1925-09-26;352.0
1925-09-27;345.0
1925-09-28;243.0
1925-09-29;189.0
1925-09-30;164.0
1925-10-01;289.0
1925-10-02;368.0
1925-10-03;311.0
1925-10-04;406.0
1925-10-05;526.0
1925-10-06;507.0
1925-10-07;344.0
1925-10-08;242.0
1925-10-09;253.0
1925-10-10;264.0
1925-10-11;269.0
1925-10-12;243.0
1925-10-13;203.0
1925-10-14;179.0
1925-10-15;156.0
1925-10-16;143.0
1925-10-17;135.0
1925-10-18;122.0
1925-10-19;116.0
1925-10-20;116.0
1925-10-21;105.0
1925-10-22;102.0
1925-10-23;112.0
1925-10-24;95.0
1925-10-25;92.0
1925-10-26;89.0
1925-10-27;84.5
1925-10-28;99.0
1925-10-29;114.0
1925-10-30;128.0
1925-10-31;103.0
1925-11-01;92.0
1925-11-02;118.0
1925-11-03;118.0
1925-11-04;190.0
1925-11-05;223.0
1925-11-06;135.0
1925-11-07;126.0
1925-11-08;106.0
1925-11-09;95.0
1925-11-10;87.5
1925-11-11;83.0
1925-11-12;78.8
1925-11-13;74.6
1925-11-14;71.8
1925-11-15;70.4
1925-11-16;66.4
1925-11-17;65.1
1925-11-18;62.5
1925-11-19;62.5
1925-11-20;62.5
1925-11-21;61.3
1925-11-22;58.9
1925-11-23;61.3
1925-11-24;63.8
1925-11-25;67.7
1925-11-26;84.5
1925-11-27;78.8
1925-11-28;73.8
1925-11-29;74.6
1925-11-30;60.1
1925-12-01;56.5
1925-12-02;53.2
1925-12-03;51.0
1925-12-04;49.9
1925-12-05;49.9
1925-12-06;47.7
1925-12-07;46.6
1925-12-08;45.5
1925-12-09;44.5
1925-12-10;42.5
1925-12-11;42.5
1925-12-12;41.5
1925-12-13;40.5
1925-12-14;40.5
1925-12-15;39.6
1925-12-16;39.6
1925-12-17;38.7
1925-12-18;37.8
1925-12-19;36.9
1925-12-20;36.0
1925-12-21;36.0
1925-12-22;35.2
1925-12-23;34.4
1925-12-24;34.4
1925-12-25;34.4
1925-12-26;32.8
1925-12-27;32.8
1925-12-28;32.8
1925-12-29;32.0
1925-12-30;30.4
1925-12-31;30.4
1926-01-01;30.4
1926-01-02;31.2
1926-01-03;38.7
1926-01-04;37.8
1926-01-05;32.8
1926-01-06;32.0
1926-01-07;31.2
1926-01-08;29.6
1926-01-09;28.8
1926-01-10;28.8
1926-01-11;28.8
1926-01-12;29.6
1926-01-13;30.4
1926-01-14;35.2
1926-01-15;38.7
1926-01-16;49.9
1926-01-17;37.8
1926-01-18;34.4
1926-01-19;32.0
1926-01-20;30.4
1926-01-21;28.8
1926-01-22;28.0
1926-01-23;28.0
1926-01-24;27.3
1926-01-25;26.6
1926-01-26;26.6
1926-01-27;26.6
1926-01-28;25.9
1926-01-29;25.9
1926-01-30;25.2
1926-01-31;25.2
1926-02-01;24.5
1926-02-02;24.5
1926-02-03;24.5
1926-02-04;23.9
1926-02-05;23.9
1926-02-06;23.9
1926-02-07;23.3
1926-02-08;23.9
1926-02-09;26.6
1926-02-10;25.2
1926-02-11;23.9
1926-02-12;23.9
1926-02-13;23.3
1926-02-14;23.9
1926-02-15;23.9
1926-02-16;23.3
1926-02-17;22.7
1926-02-18;22.7
1926-02-19;22.7
1926-02-20;22.1
1926-02-21;21.5
1926-02-22;20.9
1926-02-23;20.9
1926-02-24;20.3
1926-02-25;20.3
1926-02-26;19.7
1926-02-27;19.7
1926-02-28;19.7
1926-03-01;19.1
1926-03-02;19.1
1926-03-03;19.7
1926-03-04;20.9
1926-03-05;20.3
1926-03-06;71.5
1926-03-07;110.0
1926-03-08;53.2
1926-03-09;36.0
1926-03-10;30.4
1926-03-11;27.3
1926-03-12;30.4
1926-03-13;25.9
1926-03-14;25.2
1926-03-15;23.9
1926-03-16;23.9
1926-03-17;23.9
1926-03-18;23.3
1926-03-19;53.2
1926-03-20;55.4
1926-03-21;38.7
1926-03-22;34.4
1926-03-23;36.9
1926-03-24;36.9
